title,company_name,location,experience,technical_skills
Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Databricks', 'Spark', 'SQL', 'Git', 'Tensorflow', 'LLM', 'Pytorch', 'pySpark', 'Pyspark', 'PySpark', 'Pandas', 'NumPy']"
Big Data Engineer - remote - German - long term contract,K2 Partnering,"Hirschau, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'GCP', 'Scala', 'Kafka', 'SQL', 'Git', 'Kubernetes', 'Docker', 'Jenkins', 'Gitlab', 'Terraform', 'Java', 'BigQuery']"
Research assistant (m/f/d) as data curator for PANGAEA,Helmholtz Association of German Research Centres,Germany,Non spécifié,['R']
Academic Expert (f/m/x) in Data Management,Universität zu Köln,"Cologne, Germany",Non spécifié,"['R', 'Excel']"
Internship (all genders) Global Market Data and Artificial...,BNP Paribas Corporate & Institutional Banking,"Frankfurt, Germany",Non spécifié,"['R', 'keras', 'Tensorflow']"
(Senior) People Data Analyst (m/w/x),Grover,"Berlin, Germany",Non spécifié,"['R', 'Excel', 'Dash']"
Data Entry Clerk,Hanns R. Neumann Stiftung,"Hamburg, Germany",Non spécifié,"['R', 'Excel']"
"Senior Java Engineer, Data Integration",Workato,"Berlin, Germany",Non spécifié,"['R', 'SQL', 'AWS', 'AZURE', 'Kafka', 'SQL', 'Kubernetes', 'Docker', 'SQL Server', 'Oracle', 'Java', 'PostgreSQL', 'REST API']"
Director Core Data - Hamburg or Remote,FREE NOW,"Hamburg, Germany",Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'AWS', 'Databricks', 'Airflow', 'Kafka', 'SQL', 'Git', 'Kubernetes', 'Docker', 'ElasticSearch', 'PostgreSQL', 'MLflow']"
Senior Data Engineer (m/f/d),mrge - commerce advertising,"Berlin, Germany",Non spécifié,"['Python', 'R', 'SQL', 'GCP', 'AWS', 'Airflow', 'SQL']"
Data Engineer - Data Foundation Squad (x/f/m),SellerX,"Berlin, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Snowflake', 'Airflow', 'SQL', 'Snowflake', 'Java']"
Clinical Data Team Lead - Home Based (m/w/d) in Germany,IQVIA,"Frankfurt, Germany",Non spécifié,"['R', 'Excel', 'GCP', 'Scala']"
Senior Data Scientist,TRM Labs,"Berlin, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Git']"
ERP23 SAP Data Life Cycle Technical Specialist,Airbus,"Manching, Germany",Non spécifié,"['R', 'Excel', 'AWS', 'Git']"
Data Solutions Architect and Manager (m/f/d),Umicore,"Hanau, Germany",Non spécifié,"['R', 'SQL', 'Excel', 'AZURE', 'Databricks', 'Scala', 'SQL', 'Git', 'SQL Server', 'Azure Data Factory']"
Senior Data Scientist,TRM Labs,"Berlin, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Git']"
(Senior) Business Data Analyst - E2E Data Model (m/w/d),E.ON,"Munich, Germany",Non spécifié,"['R', 'Git']"
Data Engineer,SumUp,Germany,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Snowflake', 'AWS', 'Spark', 'S3', 'Kafka', 'SQL', 'Cassandra', 'Git', 'Kubernetes', 'Snowflake', 'generative AI', 'pySpark', 'Pyspark', 'PySpark', 'Streamlit', 'MLflow']"
Senior Big Data Engineer (f/m/x) Hadoop & Cloud,0010 Deutsche Bank Aktiengesellschaft,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'GCP', 'Spark', 'Hadoop', 'SQL', 'NoSQL', 'Java', 'BigQuery']"
"Technical Architect, Solution Engineering (Different levels...",Salesforce,"Jena, Germany   (+6 others)",Non spécifié,"['Python', 'R', 'SQL', 'Tableau', 'PowerBI', 'Snowflake', 'AZURE', 'Databricks', 'SQL', 'Git', 'Snowflake', 'generative AI', 'Java']"
Intern (m/f/d) - Data Analytics,Alvarez and Marsal,"Frankfurt, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'SQL', 'VBA']"
Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Databricks', 'Spark', 'SQL', 'Git', 'Tensorflow', 'LLM', 'Pytorch', 'pySpark', 'Pyspark', 'PySpark', 'Pandas', 'NumPy']"
Data Analytics Consultant (Retail & CPG) (m/f/d),EPAM Systems,Germany,Non spécifié,"['R', 'Git']"
Master Data Intern (in Procurement),INEOS Automotive,Germany,Non spécifié,['R']
Working student (f/m/d)  - Data Center,IONOS SE,"Karlsruhe, Germany",Non spécifié,"['R', 'LLM', 'SAS']"
Senior Data Engineer (Experimentation Platform),GetYourGuide,Anywhere,Non spécifié,"['Python', 'R', 'Excel', 'Spark', 'Scala', 'Kafka', 'Hadoop']"
Data Scientist (f/m/d) - Process Development,NexWafe,"Freiburg im Breisgau, Germany",Non spécifié,"['Python', 'R']"
Global Distribution Data Product Owner (m/f/d),Allianz,Germany,Non spécifié,"['R', 'Git']"
ESG Data Consolidation and Impact Valuation Analyst (d/f/m),Novartis,Germany,Non spécifié,"['R', 'SAS', 'Dash']"
Intern (m/f/d) Equity Index Engineering – Market Data Research,Solactive AG,"Frankfurt, Germany",Non spécifié,"['R', 'Excel']"
"Data Scientist, Global Selling",Stripe,"Berlin, Germany",Non spécifié,"['Python', 'R', 'SQL', 'AWS', 'Spark', 'Scala', 'SQL']"
Data Engineer,SumUp,Germany,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Snowflake', 'AWS', 'Spark', 'S3', 'Kafka', 'SQL', 'Cassandra', 'Git', 'Kubernetes', 'Snowflake', 'generative AI', 'pySpark', 'Pyspark', 'PySpark', 'Streamlit', 'MLflow']"
Location Data Specialist,TSMG,"Ingolstadt, Germany",Non spécifié,['R']
AI Platform Expert (m/f/d),KION Information Management Services GmbH (MH-D-KIM),Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'GCP', 'AWS', 'AZURE', 'Databricks', 'SQL', 'generative AI', 'Dash']"
Intern/WS - Product Data Science,Celonis,"Munich, Germany",Non spécifié,"['Python', 'R', 'SQL', 'AWS', 'SQL', 'Git', 'Pandas']"
Work at Home Data Entry Clerk,Toward Jobs Online,"Hamburg, Germany",Non spécifié,"['R', 'Excel']"
Senior Data Scientist,Masentó Group,"Berlin, Germany",Non spécifié,"['Python', 'R', 'Tableau', 'PowerBI', 'Git', 'Docker', 'Matplotlib', 'Pandas', 'NumPy']"
Working student – Data Labeling,Caresyntax,Anywhere,Non spécifié,['R']
Internship in the field of Data Analytics/Data Science at...,Mercedes-Benz AG,"Sindelfingen, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Databricks', 'Spark', 'SQL', 'Git', 'Tensorflow', 'LLM', 'Pytorch', 'pySpark', 'Pyspark', 'PySpark', 'Pandas', 'NumPy']"
Entry-Level AI Data Rater - German language,Welocalize,Germany,Non spécifié,"['R', 'Excel', 'NLP']"
SAP HCM Consultant (w/m/d) – Data Deletion - April,KOMMLINk,"Düsseldorf, Germany",Non spécifié,['R']
"People Analytics: Hype, Fear and Real Opportunities",HIIG,"Berlin, Germany",Non spécifié,"['R', 'Git']"
Senior Manager of Spotfire Sales,Cloud Software Group,"Munich, Germany   (+5 others)",Non spécifié,"['R', 'Excel', 'AWS', 'Dash']"
Director Core Data - Hamburg or Remote,FREE NOW,"Hamburg, Germany",Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'AWS', 'Databricks', 'Airflow', 'Kafka', 'SQL', 'Git', 'Kubernetes', 'Docker', 'ElasticSearch', 'PostgreSQL', 'MLflow']"
Location Data Specialist,TSMG,"Mainz, Germany",Non spécifié,['R']
Data Engineer (f/m/x),RTL Deutschland GmbH,"Cologne, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'GCP', 'AWS', 'Spark', 'Scala', 'SQL', 'Git']"
IT Infrastructure Specialist (f/m/d),Trakken GmbH,"Berlin, Germany   (+3 others)",Non spécifié,"['R', 'Git', 'Gitlab']"
Alcemy: Data Scientist in a Climate Tech Startup,Alcemy,Germany,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'AWS', 'S3', 'SQL', 'Git', 'Kubernetes', 'Terraform', 'scikit-learn', 'Pandas', 'NumPy', 'SciKit-Learn', 'Streamlit', 'Dash', 'PostgreSQL', 'Plotly']"
Data Analyst (m/f/d),GULP Solution Services GmbH & Co. KG,"Munich, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Spark', 'SQL', 'Git', 'Jira', 'pySpark', 'Pyspark', 'PySpark', 'Dash']"
Duales Studium Data Science Bachelor of Science 2024 (w/m/d),PwC - PricewaterhouseCoopers,"Leipzig, Germany   (+5 others)",Non spécifié,"['R', 'Git']"
Traineeship in Data Science and Analytics in HR,The European Central Bank,Anywhere,Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'SQL']"
Consumer Healthcare Data & Analytics Project Lead - VIE Contract...,(0525) A. Nattermann & Cie. GmbH,Anywhere,Non spécifié,"['R', 'Excel', 'PowerBI', 'Git', 'Dash']"
European Graduate Program - Data Science (Operations & Supply Chain),Avery Dennison,"Gotha, Germany",Non spécifié,"['Python', 'R', 'Git']"
SAP Material Master Data Expert (m/f/d),NAXCON GmbH,"Cologne, Germany",Non spécifié,['R']
Backend Developer (m/f/d),Data Virtuality GmbH,"Leipzig, Germany",Non spécifié,"['R', 'SQL', 'Snowflake', 'AZURE', 'SQL', 'Git', 'Docker', 'Kanban', 'Jira', 'Jenkins', 'Snowflake', 'SQL Server', 'Oracle', 'Java', 'Redshift', 'PostgreSQL', 'MySQL']"
Senior Data Science Manager – Visa Consulting & Analytics,Visa,"Frankfurt, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Spark', 'Scala', 'Hadoop', 'SQL', 'Git']"
Senior Data Analyst / Applied Scientist (Brand Marketing/MMM),GetYourGuide,"Berlin, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Databricks', 'Spark', 'SQL', 'scikit-learn', 'Pandas', 'SciKit-Learn', 'Dash']"
Fraud Data Analyst,EBA CLEARING,"Frankfurt, Germany",Non spécifié,"['Python', 'R', 'Excel']"
"Data Mapping Editor, deutsch",Jobs for Humanity,"Cologne, Germany",Non spécifié,"['R', 'Excel', 'Git']"
EHS Data & Hazard Communication Specialist,Roche,"Mannheim, Germany   (+5 others)",Non spécifié,"['R', 'Excel', 'Scala']"
Initiativbewerbung (m/w/d),Alexander Thamm GmbH,Germany,Non spécifié,['R']
Senior Associate Data Science,Publicis Sapient,"Düsseldorf, Germany",Non spécifié,"['R', 'Git', 'Dash']"
Consultant Master Data Governance (f/m/x),43280 GEA Group Services GmbH,Anywhere,Non spécifié,"['R', 'Spark']"
Data Analyst,test,"Frankfurt, Germany",Non spécifié,['R']
Cloud Platform Engineer (Data & AI) (m/f/d) 1,Schwarz Gruppe,Germany,Non spécifié,"['Python', 'R', 'Excel', 'AZURE', 'Git', 'Kubernetes', 'Java']"
Working Student Data Management in Wind and PV (d/f/m),RWE,"Essen, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Tableau', 'Databricks', 'Spark', 'Hadoop', 'SQL', 'Dash']"
Python Entwickler*in mit Data Science Schwerpunkt für das...,Lumenaza,"Berlin, Germany",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Git', 'Docker', 'ElasticSearch', 'keras', 'Tensorflow', 'Gitlab', 'scikit-learn', 'Pandas', 'SciKit-Learn', 'Django', 'PostgreSQL', 'Microservices']"
Location Data Specialist,TSMG,"Albstadt, Germany",Non spécifié,['R']
"Dual Study Data Science and Artificial Intelligence, DHBW Mannheim...",640 P&G Service GmbH,Anywhere,Non spécifié,"['R', 'Excel']"
Product Owner (w/m/d) - Team Secure Data Exchange,Zertificon Solutions GmbH,Anywhere,Non spécifié,['R']
Data Governance Advisor,Prominence Advisors,Germany,Non spécifié,"['R', 'SAS']"
"Senior Data Analyst, Marketing/Measurement",GetYourGuide,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Databricks', 'Spark', 'SQL', 'Git', 'scikit-learn', 'pySpark', 'Pyspark', 'PySpark', 'Pandas', 'SciKit-Learn']"
Data processing jobs from home,HR Admin,Anywhere,Non spécifié,"['R', 'Excel']"
Intern - ML Bio-Image Processing and Data Analysis (m/f/d),Dewpoint Therapeutics,Germany,Non spécifié,['R']
Towards an African Narrative on Digital Sovereignty,HIIG,"Berlin, Germany",Non spécifié,"['R', 'AWS', 'Git']"
Senior Data Scientist,Mobileum,Germany,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Spark', 'SQL', 'XGBoost', 'scikit-learn', 'Java', 'Matplotlib', 'Seaborn', 'NumPy', 'SciKit-Learn', 'REST API']"
Principal Design Expert for Computing DC/DC Power Module (m/f/d),Huawei Research Center Germany & Austria,"Nuremberg, Germany",Non spécifié,"['R', 'Git']"
"Working Student, SpaceOps",Planet,"Berlin, Germany",Non spécifié,"['Python', 'R', 'Git', 'Jenkins']"
Senior Data Engineer (German Speaker),Publicis Sapient,"Munich, Germany",Non spécifié,"['R', 'Scala', 'Git']"
Senior Marketing Data Analyst,Remote,Anywhere,Non spécifié,"['R', 'SQL', 'SQL', 'Dash']"
Location Data Specialist,TSMG,"Koblenz, Germany",Non spécifié,['R']
Master Thesis - Data Scientist (f/m/x),ZEISS,"Aalen, Germany",Non spécifié,"['Python', 'R', 'Excel']"
Head of Clinical Data Technology - all genders,(2168) Sanofi-Aventis Deutschland GmbH,Anywhere,Non spécifié,"['R', 'Excel', 'GCP', 'Git']"
Amazon Careers - Freshers Jobs - Data Entry Post,HR Admin,Anywhere,Non spécifié,"['R', 'Excel']"
Research Scientist Neural Rendering for Multi-Modal Synthetic Data...,Bosch Group,"Renningen, Germany",Non spécifié,"['Python', 'R', 'Spark', 'Git', 'Tensorflow', 'Pytorch']"
Clinical Data Manager / Senior Clinical Data Manager ...,Worldwide Clinical Trials,Anywhere,Non spécifié,"['R', 'Excel', 'SAS']"
Senior Associate Data Science - German speaking,Publicis Sapient,"Kriftel, Germany",Non spécifié,"['R', 'Tableau', 'Git', 'Kubernetes', 'Docker', 'Dash']"
Project Manager (m/f/d) - Data Centre Projects,Turner & Townsend,"Frankfurt, Germany",Non spécifié,['R']
Senior Business Intelligence Analyst (f/m/x),Vimcar,"Berlin, Germany",Non spécifié,"['R', 'SQL', 'Tableau', 'SQL', 'Dash']"
Senior Associate Data Engineering,Publicis Sapient,"Düsseldorf, Germany",Non spécifié,"['R', 'Scala', 'Git']"
Central Monitor,Alimentiv,"Frankfurt, Germany   (+3 others)",Non spécifié,"['R', 'Excel', 'GCP', 'Scala', 'Dash']"
Senior Associate Data Science - German speaking,Publicis Sapient,"Krailling, Germany",Non spécifié,"['R', 'Tableau', 'Git', 'Kubernetes', 'Docker', 'Dash']"
Data Center Manager (m/w/d),Roche,"Penzberg, Germany",Non spécifié,['R']
Manager Data Analytics,Publicis Sapient,"North Rhine-Westphalia, Germany",Non spécifié,"['R', 'Git']"
