title,company_name,location,experience,technical_skills
Sustainability Data Specialist,S&P Global,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Snowflake', 'snowflake', 'SQL', 'sql', 'Snowflake', 'snowflake', 'Dash', 'dash']"
データマシーンラーニングエンジニア/ Data Machine Learning Engineer,Robert Walters,Anywhere,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Tableau', 'tableau', 'GCP', 'gcp', 'AWS', 'aws', 'Spark', 'spark', 'Scala', 'scala', 'Kafka', 'kafka', 'SQL', 'sql', 'NoSQL', 'nosql', 'Kubernetes', 'kubernetes', 'Docker', 'docker', 'Java', 'java']"
Senior Data Analyst - Arene SPL Data,Woven by Toyota,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Tableau', 'tableau', 'PowerBI', 'powerbi', 'Scala', 'scala', 'SQL', 'sql', 'Dash', 'dash', 'D3.js', 'd3.js']"
IT Division – Data Scientist / Leader,JAC International,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'GCP', 'gcp', 'AWS', 'aws', 'SQL', 'sql', 'Git', 'git']"
Senior Data Engineer,Remote,Anywhere,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Scala', 'scala', 'Airflow', 'airflow', 'SQL', 'sql', 'Git', 'git', 'Jenkins', 'jenkins', 'Gitlab', 'gitlab', 'Redshift', 'redshift']"
Data Scientist (Lead),SmartNews,"Shibuya City, Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Airflow', 'airflow', 'SQL', 'sql', 'Git', 'git']"
Data Business Consultant - Data Science Consulting Department (DSCD),"Rakuten Group, Inc.",Anywhere,Non spécifié,"['R', 'r', 'SQL', 'sql', 'SQL', 'sql', 'Git', 'git', 'LLM', 'llm']"
IT Business Consultant - Data and Analytics,BoehringerPRD,"Shinagawa City, Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Tableau', 'tableau', 'AWS', 'aws', 'AZURE', 'azure', 'SQL', 'sql', 'Git', 'git']"
Data Analysis Infrastructure / Associate Manager / Sr. Analyst,Fidel Consulting KK,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'Tableau', 'tableau', 'PowerBI', 'powerbi', 'GCP', 'gcp', 'AWS', 'aws', 'AZURE', 'azure', 'Talend', 'talend', 'SQL', 'sql', 'Git', 'git']"
Entry check at foreign data center,"ALACOM CO.,LTD.","Chiba, Japan",Non spécifié,"['R', 'r']"
Data Architect,Cognizant Technology Solutions,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Tableau', 'tableau', 'Snowflake', 'snowflake', 'Databricks', 'databricks', 'Snowflake', 'snowflake', 'Redshift', 'redshift']"
"【AstraZeneca】【IDS】AI & Innovation Lead, Data, AI and Innovation...",10001230 - Associate Principal Data Architect,"Osaka, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel', 'AWS', 'aws', 'Scala', 'scala', 'Git', 'git']"
データマシーンラーニングエンジニア/ Data Machine Learning Engineer,Robert Walters,Anywhere,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Tableau', 'tableau', 'GCP', 'gcp', 'AWS', 'aws', 'Spark', 'spark', 'Scala', 'scala', 'Kafka', 'kafka', 'SQL', 'sql', 'NoSQL', 'nosql', 'Kubernetes', 'kubernetes', 'Docker', 'docker', 'Java', 'java']"
AJKK) Operation Program Management - Data Analysis/KPI Management...,Simplr,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'PowerBI', 'powerbi', 'AZURE', 'azure']"
Manager - Data Science,American Express,"Minato City, Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Tableau', 'tableau', 'PowerBI', 'powerbi', 'AWS', 'aws', 'SQL', 'sql', 'Git', 'git']"
Data Scientist - BCG X,Boston Consulting Group (BCG),"Fukuoka, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'Spark', 'spark', 'Scala', 'scala', 'Git', 'git']"
Customer Success Manager Japan,denodosl,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Scala', 'scala', 'Hadoop', 'hadoop', 'SQL', 'sql']"
"Staff Data Scientist, Japan",Flatiron Health,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r']"
Senior Manager Data and Analytics,Adidas,Japan,Non spécifié,"['Python', 'python', 'R', 'r', 'Tableau', 'tableau', 'SAS', 'sas', 'Dash', 'dash']"
Data Center Inventory & Asset Technician,Microsoft,"Shinagawa City, Tokyo, Japan",Non spécifié,"['R', 'r', 'AZURE', 'azure', 'Scala', 'scala']"
Manager - Data Marketing Consultant,Cornerstone Recruitment Japan,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Tableau', 'tableau', 'Git', 'git']"
Sales Development Representative - Australia,Alation,Anywhere,Non spécifié,"['R', 'r', 'Excel', 'excel']"
Data Business Consultant - Data Science Consulting Department (DSCD),"Rakuten Group, Inc.",Anywhere,Non spécifié,"['R', 'r', 'SQL', 'sql', 'SQL', 'sql', 'Git', 'git', 'LLM', 'llm']"
"Head of Data Sciences, APAC",Johnson & Johnson,Japan,Non spécifié,"['R', 'r', 'Excel', 'excel']"
"Associate Director, Data Management","Medpace, Inc.","Tokyo, Japan",Non spécifié,"['R', 'r']"
Exchange Market Data Coordinator,Bloomberg,"Suginami City, Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
Data Center Customer Operations III,Equinix,"Shinagawa City, Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel', 'Scala', 'scala', 'Git', 'git', 'LLM', 'llm']"
Growth Data Scientist,Crypto.com,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Tableau', 'tableau', 'SQL', 'sql', 'Git', 'git', 'Dash', 'dash']"
Data Scientist (Volunteer),Socious,Japan,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'AWS', 'aws', 'Scala', 'scala', 'SQL', 'sql', 'SAS', 'sas']"
Clinical Data Practice Manager - Asia,Veeva Systems,"Tokyo, Japan",Non spécifié,"['R', 'r', 'AWS', 'aws']"
SAP BODS Consultant - Data Migration,Talpro,"Kochi, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'SQL', 'sql', 'SQL Server', 'sql server', 'Oracle', 'oracle']"
Business Intelligence (BI) Senior Developer,Renesas Electronics Corporation,Japan,Non spécifié,"['R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'AZURE', 'azure', 'Spark', 'spark', 'SQL', 'sql', 'Git', 'git', 'Jenkins', 'jenkins', 'SAS', 'sas', 'Azure Data Factory', 'azure data factory', 'REST API', 'rest api']"
"Data Annotator for AI Models | Japanese and English | Remote, Part...",RWS Group,Japan,Non spécifié,"['R', 'r']"
Senior Data Scientist - EH,Talisman Corporation,"153-0064, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'AWS', 'aws', 'S3', 's3', 'SQL', 'sql', 'NLP', 'nlp', 'XGBoost', 'xgboost', 'Oracle', 'oracle', 'SAS', 'sas', 'Java', 'java', 'MySQL', 'mysql']"
"Solutions Architect, Migrations",Snowflake,Japan,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Tableau', 'tableau', 'Snowflake', 'snowflake', 'AWS', 'aws', 'AZURE', 'azure', 'S3', 's3', 'Hadoop', 'hadoop', 'SQL', 'sql', 'Snowflake', 'snowflake', 'Java', 'java']"
Data Engineer (Senior - No Japanese Requirement),Octopus Energy,Japan,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'AWS', 'aws', 'Databricks', 'databricks', 'Spark', 'spark', 'Airflow', 'airflow', 'SQL', 'sql', 'Kubernetes', 'kubernetes', 'Terraform', 'terraform', 'pySpark', 'pyspark', 'PySpark', 'pyspark']"
Data Marketer,VERTEX Technologies,Japan,Non spécifié,"['R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'S3', 's3', 'SQL', 'sql', 'Git', 'git', 'Dash', 'dash', 'Redshift', 'redshift', 'MySQL', 'mysql']"
Data Visualization Expert,Vantage Point,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel', 'Tableau', 'tableau']"
IT Division – Data Scientist / Leader,JAC International,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'GCP', 'gcp', 'AWS', 'aws', 'SQL', 'sql', 'Git', 'git']"
NLP Data Engineer/ AI Machine Translation System/ Full-remote work,"Yaraku, Inc.",Anywhere,Non spécifié,"['R', 'r', 'Scala', 'scala', 'NLP', 'nlp']"
"Oncology Clinical Data Manager (臨床マネージャー, NP, ナースプラクティショナー, 薬剤師...",Flatiron Health,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'SQL', 'sql']"
Specialist Solutions Architect,Databricks,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'GCP', 'gcp', 'AWS', 'aws', 'AZURE', 'azure', 'Databricks', 'databricks', 'Spark', 'spark', 'Scala', 'scala', 'Hadoop', 'hadoop', 'SQL', 'sql', 'NoSQL', 'nosql', 'SAS', 'sas', 'Java', 'java', 'MLflow', 'mlflow', 'REST API', 'rest api']"
"[Vision Care] Senior Business Intelligence Manager, Business...",Johnson & Johnson,"Chiyoda City, Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
Part-Time Data Entry Clerk - Survey Panelist,USASJB,"Sapporo, Hokkaido, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel', 'SAS', 'sas']"
データセンターICTエンジニア- 東京,CBRE,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel', 'Scala', 'scala']"
Order Processing Specialist,Acronis,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel', 'AWS', 'aws', 'SAS', 'sas']"
Data Analyst- Multinational Technology Company,Michael Page,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
Data Management Manager,Robert Half,Anywhere,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Spark', 'spark', 'SQL', 'sql']"
Data Engineer,Sony,Anywhere,Non spécifié,"['R', 'r']"
Data Engineer,Sony,Anywhere,Non spécifié,"['R', 'r']"
Solution Architect - Generative AI,JP02 NVIDIA Japan KK,Anywhere,Non spécifié,"['R', 'r', 'Excel', 'excel', 'Kubernetes', 'kubernetes', 'Docker', 'docker', 'LLM', 'llm']"
Associate Sales Engineer,Snowflake,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Snowflake', 'snowflake', 'Scala', 'scala', 'SQL', 'sql', 'Git', 'git', 'Snowflake', 'snowflake', 'Java', 'java']"
Sr. Backend Engineer　(Data Service),Synspective,"Tokyo, Japan",Non spécifié,"['R', 'r', 'GCP', 'gcp', 'AWS', 'aws']"
[ISE] Database Engineer,IBM,Anywhere,Non spécifié,"['R', 'r', 'Git', 'git', 'DB2', 'db2']"
Data Entry Clerk,GREATBELL HR Consultancy Services PVT LTD,"Kochi, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
"Marketing Data Scientist, gTech",Google,Japan,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'SQL', 'sql', 'Dash', 'dash']"
"Bloomberg Data, Localization Data Analyst, Tokyo",Bloomberg LP,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
"Senior Manager Master Data & Range Architecture, Concept to...",Adidas,"Shinjuku City, Tokyo, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
Data Scientist,Computer Futures,Anywhere,Non spécifié,"['R', 'r']"
Data Engineer (BI System)✦Famous Large Digital Media...,Private,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'GCP', 'gcp', 'AWS', 'aws', 'Spark', 'spark', 'S3', 's3', 'Hadoop', 'hadoop', 'SQL', 'sql', 'Git', 'git', 'Terraform', 'terraform', 'Java', 'java', 'Dash', 'dash']"
"Associate Director, Digital Data Lead",Otsuka Pharmaceutical Co.,Anywhere,Non spécifié,"['R', 'r', 'SQL', 'sql', 'Snowflake', 'snowflake', 'Scala', 'scala', 'SQL', 'sql', 'Git', 'git', 'Snowflake', 'snowflake']"
Data Analyst,Computer Futures,Anywhere,Non spécifié,"['R', 'r']"
Data Center Critical Facilities IV,Equinix,"Shinagawa City, Tokyo, Japan",Non spécifié,"['R', 'r', 'Scala', 'scala', 'Git', 'git', 'LLM', 'llm']"
[2023] Japan – Data & Analytics Assistant Manager,L'Oréal,"Tokyo, Japan",Non spécifié,"['R', 'r', 'Git', 'git']"
Data Scientist,CHANEL,"Suginami City, Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'SQL', 'sql']"
Enterprise Digital Specialist -Data and AI at Microsoft 東京都,Microsoft,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Tableau', 'tableau', 'AWS', 'aws', 'AZURE', 'azure', 'Databricks', 'databricks', 'Spark', 'spark', 'Scala', 'scala', 'Hadoop', 'hadoop', 'SQL', 'sql', 'NoSQL', 'nosql', 'Git', 'git', 'SQL Server', 'sql server', 'Azure Data Factory', 'azure data factory', 'MySQL', 'mysql']"
【Innovative Data Solution Company】Data Scientist,Michael Page,Anywhere,Non spécifié,"['R', 'r']"
"Director, Data Science and Advanced Analytics, Japan Tech Lead",Pfizer,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'Dataiku', 'dataiku', 'Snowflake', 'snowflake', 'AWS', 'aws', 'Spark', 'spark', 'Scala', 'scala', 'Dataiku', 'dataiku', 'Airflow', 'airflow', 'Git', 'git', 'Kubernetes', 'kubernetes', 'Jenkins', 'jenkins', 'Snowflake', 'snowflake', 'MLflow', 'mlflow']"
Data Analyst - AI Services Supervisory Department (AISSD),"Rakuten Group, Inc.",Anywhere,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'SQL', 'sql', 'Git', 'git']"
Data Engineer/Data Science Engineer - AI Services Supervisory...,Rakuten,"Tokyo, Japan",Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Spark', 'spark', 'Hadoop', 'hadoop', 'SQL', 'sql', 'NoSQL', 'nosql']"
Big Data Engineer,Michael Page,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'Snowflake', 'snowflake', 'Spark', 'spark', 'Scala', 'scala', 'Airflow', 'airflow', 'Kafka', 'kafka', 'Hadoop', 'hadoop', 'SQL', 'sql', 'Kanban', 'kanban', 'Jenkins', 'jenkins', 'Snowflake', 'snowflake', 'BigQuery', 'bigquery']"
Customer Succes Manager - Japan,"DataRobot, Inc.",Anywhere,Non spécifié,"['R', 'r', 'Excel', 'excel', 'Git', 'git']"
Freelance Online Data Analyst (English and Japanese speaking) ...,Telus International AI,Anywhere,Non spécifié,"['R', 'r', 'Excel', 'excel', 'Git', 'git']"
Work at Home Data Entry Clerk,Toward Jobs Online,"Yokohama, Kanagawa, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
"Assistant Manager Competitive Intelligence Analytics, Digital...",Adidas,Japan,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Tableau', 'tableau', 'PowerBI', 'powerbi', 'Scala', 'scala', 'SQL', 'sql', 'Git', 'git', 'Dash', 'dash']"
Data Analyst/Scientist - Measurement & Insight Section...,"Rakuten Group, Inc.",Japan,Non spécifié,"['Python', 'python', 'R', 'r', 'SQL', 'sql', 'Excel', 'excel', 'Tableau', 'tableau', 'Hadoop', 'hadoop', 'SQL', 'sql', 'Git', 'git', 'scikit-learn', 'Scikit-learn', 'Matplotlib', 'matplotlib', 'Seaborn', 'seaborn', 'Pandas', 'pandas', 'NumPy', 'numpy', 'SciKit-Learn', 'scikit-learn']"
"Senior Software Engineer, Arene Data",Woven by Toyota,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'Snowflake', 'snowflake', 'GCP', 'gcp', 'AWS', 'aws', 'AZURE', 'azure', 'Databricks', 'databricks', 'Spark', 'spark', 'Scala', 'scala', 'Kafka', 'kafka', 'SQL', 'sql', 'NoSQL', 'nosql', 'Kubernetes', 'kubernetes', 'Snowflake', 'snowflake', 'Terraform', 'terraform', 'Java', 'java']"
Work at Home Data Entry Clerk,Toward Jobs Online,"Tsuruga, Fukui, Japan",Non spécifié,"['R', 'r', 'Excel', 'excel']"
Data Engineer (Spark/Scala) - IT Company,Michael Page,"Tokyo, Japan",Non spécifié,"['R', 'r', 'SQL', 'sql', 'Spark', 'spark', 'Scala', 'scala', 'Airflow', 'airflow', 'Kafka', 'kafka', 'SQL', 'sql', 'Kanban', 'kanban', 'Jenkins', 'jenkins', 'ElasticSearch', 'elasticsearch', 'BigQuery', 'bigquery']"
