title,company_name,location,experience,technical_skills
Big Data Developer/Engineer - Hybrid,Citi,"Mississauga, ON, Canada",Non spécifié,"['R', 'SQL', 'Excel', 'Snowflake', 'GCP', 'AWS', 'Spark', 'Scala', 'S3', 'Kafka', 'Hadoop', 'SQL', 'NoSQL', 'Git', 'Snowflake', 'Java']"
"Bilingual Specialist, Data and Reporting",CMHC - SCHL,"Toronto, ON, Canada",Non spécifié,"['R', 'Dash']"
"AWS Data Engineer-Toronto, ON",Virtusa Corporation,"Toronto, ON, Canada",Non spécifié,"['Python', 'R', 'SQL', 'AWS', 'S3', 'SQL', 'Dash', 'Redshift']"
"Sessional Assistant Professor (CLA): Data Science, Human Computer...",York University,"Toronto, ON, Canada",Non spécifié,['R']
Remote Work Opportunity | Online Data Analyst in Canada,TELUS International AI Inc.,"Montreal, QC, Canada",Non spécifié,"['R', 'Git']"
Remote Data Entry Clerk - Data Entry Job,Staffing Data Services Agency,Anywhere,Non spécifié,"['R', 'Excel']"
Data Engineer,ALTEN Technology USA,"Toronto, ON, Canada",Non spécifié,"['R', 'AWS']"
Data Analyst,Luxury Presence,Anywhere,Non spécifié,"['R', 'Git']"
Senior Data Scientist - Statistics & R Development,BioRender,"Toronto, ON, Canada",Non spécifié,"['R', 'SQL', 'Excel', 'Scala', 'SQL', 'Git', 'Docker', 'Dash']"
"Senior Staff Software Engineer, Data Foundations",Sprout Social,Anywhere,Non spécifié,"['R', 'SQL', 'SQL', 'NoSQL', 'Java']"
Coop Student - Business Data Analyst,PartnerRe,"Toronto, ON, Canada",Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'VBA']"
Senior Data Analyst-Finance and Revenue Cycle,Forefront Dermatology,"Halifax, NS, Canada",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'PowerBI', 'AZURE', 'Scala', 'SQL', 'Jira', 'SQL Server', 'Dash']"
Junior Data Analyst - Consultant,Mott MacDonald,"Vancouver, BC, Canada",Non spécifié,"['R', 'SQL', 'Excel', 'SQL', 'Git']"
Data Platform Engineer,LayerZero,"Vancouver, BC, Canada",Non spécifié,"['R', 'GCP', 'AWS', 'Scala', 'Git', 'Java']"
"Online Data Research Analyst | Year 1 OTE $54,000-$108,000+ | 100...",IT Pros,Anywhere,Non spécifié,['R']
"Data Developer, Scotiabank",Scotiabank,"Toronto, ON, Canada",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'PowerBI', 'AZURE', 'Hadoop', 'SQL', 'Git', 'Jira', 'SQL Server', 'Oracle', 'SAS', 'Dash', 'MySQL', 'REST API']"
Manager - Data Architecture - Vancouver,EY,"Vancouver, BC, Canada",Non spécifié,"['R', 'SQL', 'Excel', 'Snowflake', 'AZURE', 'SQL', 'Snowflake', 'SQL Server', 'Oracle']"
Associate,Bank of Montreal,"Toronto, ON, Canada",Non spécifié,"['R', 'SQL', 'Tableau', 'SQL', 'SAS', 'VBA']"
Principal Architect (IT Data Solutions Engineer),Healthcare of Ontario Pension Plan Trust Fund Company,Anywhere,Non spécifié,"['Python', 'R', 'Excel', 'Snowflake', 'AWS', 'AZURE', 'Git', 'Snowflake', 'Java']"
Senior 2 Data Engineer,Life360,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'AWS', 'Databricks', 'Spark', 'Scala', 'Kafka', 'SQL', 'Git', 'Java']"
SAP Data Analyst - Western Canada CIC,IBM,"Calgary, AB, Canada",Non spécifié,"['R', 'Excel', 'Git']"
"Staff Data Scientist, Strategic Planning & Forecasting",Course Hero,"Vancouver, BC, Canada",Non spécifié,"['Python', 'R', 'SQL', 'Tableau', 'AWS', 'Spark', 'Airflow', 'S3', 'SQL', 'BigQuery']"
Data Quality Assurance,CPKC,"Calgary, AB, Canada",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'SAS']"
"Maximo Data Analyst/Excel Specialist (Hybrid: Regina, Saskatchewan)",Enbridge,"Regina, SK, Canada",Non spécifié,"['R', 'SQL', 'Excel', 'SQL', 'SAS']"
