title,company_name,location,experience,technical_skills
Data Scientist,Arbolus Technologies,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'SQL', 'Git', 'keras', 'XGBoost', 'Pytorch', 'scikit-learn', 'SciKit-Learn', 'Dash']"
Relationship Manager (Investment Data),Morningstar,"Madrid, Spain",Non spécifié,"['R', 'Excel']"
Head of Master Data,Hays,"Barcelona, Spain",Non spécifié,['R']
Data Analyst,TUI Group,"Lisbon, Portugal   (+3 others)",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'AWS', 'SQL', 'NoSQL', 'Git', 'Kanban', 'Jira', 'Dash', 'REST API', 'Microservices']"
Data Centre Engineer,Salute Mission Critical,"Madrid, Spain",Non spécifié,"['R', 'Transformers']"
Data Center Technician,Equinix,"Barcelona, Spain",Non spécifié,"['R', 'Git']"
METHODOLOGY AND SETTLEMENT DATA ANALYST,Eni,"Santander, Spain",Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'Dash']"
Data Technician H/M,Safran Trusted 4D,"Granada, Spain",Non spécifié,"['R', 'Excel']"
Business Data Analyst,Qatium,Anywhere,Non spécifié,"['Python', 'R', 'Tableau', 'Git', 'Dash']"
Data Centre Engineer,Salute Mission Critical,"Madrid, Spain",Non spécifié,"['R', 'Transformers']"
Data Manager - All Gender,Sanofi Global (French),"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'GCP', 'AWS', 'Spark', 'SQL', 'Git', 'pySpark', 'Pyspark', 'PySpark', 'Dash']"
Data Center Technician,Equinix,"Barcelona, Spain",Non spécifié,"['R', 'Git']"
"Senior Data Engineer (Python, MDM, AWS)",Gartner Careers,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'AWS', 'AZURE', 'SQL', 'Git', 'Java', 'PostgreSQL']"
METHODOLOGY AND SETTLEMENT DATA ANALYST,Eni,"Santander, Spain",Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'Dash']"
Data/Python Engineer Intern,TomTom,"Madrid, Spain",Non spécifié,"['Python', 'R', 'SQL', 'AZURE', 'Databricks', 'Spark', 'SQL', 'pySpark', 'Pyspark', 'PySpark', 'Pandas', 'NumPy', 'Streamlit', 'Dash']"
Industrial Data Management Team Manager,Alstom,"Santa Perpètua de Mogoda, Spain",Non spécifié,"['Python', 'R', 'Excel', 'Git']"
Data Analytics (Power BI & AI/ML),Trigyn,Spain,Non spécifié,['R']
"Senior Java Engineer, Data Integration",Workato,"Barcelona, Spain",Non spécifié,"['R', 'SQL', 'AWS', 'AZURE', 'Kafka', 'SQL', 'Kubernetes', 'Docker', 'SQL Server', 'Oracle', 'Java', 'PostgreSQL', 'REST API']"
Solution Architect - SAP MDG & Core Master Data,Nestle Operational Services Worldwide SA,"Esplugues de Llobregat, Spain",Non spécifié,"['R', 'Excel', 'Snowflake', 'AZURE', 'Git', 'Snowflake']"
"Data Team Lead/Senior Data Team Lead (FSP) - Home Based, Europe",IQVIA,"Madrid, Spain",Non spécifié,"['R', 'Excel', 'GCP', 'Scala']"
Senior ML Engineer - Gen AI,Beam Suntory,Spain,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'AWS', 'AZURE', 'Talend', 'Spark', 'Scala', 'Airflow', 'SQL', 'NoSQL', 'Git', 'NLP', 'LLM', 'generative AI', 'Java', 'PostgreSQL', 'MySQL']"
Data Scientist,Embat,"Madrid, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'GCP', 'AWS', 'Scala', 'SQL']"
Data Scientist,Intelygenz,"Madrid, Spain",Non spécifié,"['Python', 'R', 'Tensorflow', 'NLP', 'Pytorch', 'Transformers', 'scikit-learn', 'Pandas', 'NumPy', 'SciKit-Learn']"
Data Analyst,Cyncly,"Valencia, Spain",Non spécifié,"['R', 'SQL', 'Excel', 'SQL']"
Big Data Architect,Paradigma Digital,"Pozuelo de Alarcón, Spain",Non spécifié,['R']
Cloud Data Engineer – AWS & Snowflake,10001234 - Data Engineering Specialist,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Snowflake', 'AWS', 'Talend', 'Spark', 'Scala', 'Airflow', 'S3', 'SQL', 'Git', 'Jira', 'Snowflake', 'Java']"
Microsoft Fabric - Cloud Data Warehouse- Barcelona (Spain),Microsoft,Anywhere,Non spécifié,"['Python', 'R', 'AWS', 'AZURE', 'Azure Data Factory', 'Java']"
Java Product Architect,denodosl,"A Coruña, Spain",Non spécifié,"['R', 'SQL', 'AWS', 'AZURE', 'SQL', 'NoSQL', 'Git', 'Kubernetes', 'Docker', 'Jenkins', 'ElasticSearch', 'Java']"
Data Scientist - Insights (Customer Support),Preply,"Barcelona, Spain",Non spécifié,"['R', 'Excel', 'Databricks', 'Airflow', 'Git', 'Jenkins', 'Gitlab', 'Dash']"
Senior Data Scientist,Crossover,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'Excel', 'generative AI', 'Java']"
Trainee Data Analytics,Amazing,"Madrid, Spain",Non spécifié,"['R', 'Excel', 'Git']"
Junior Big Data Developer,Talan,"Málaga, Spain",Non spécifié,"['R', 'Excel', 'S3', 'Kafka', 'Git', 'Jira', 'Jenkins', 'Oracle', 'SAS', 'Java', 'Microservices']"
GeoAnalytics Analyst - X Delivery,Boston Consulting Group,"Madrid, Spain",Non spécifié,"['Python', 'R', 'Tableau', 'Spark', 'Git', 'Java', 'Pandas']"
Finance Data Analyst & Operations,Amenitiz,"Barcelona, Spain",Non spécifié,"['R', 'SQL', 'Excel', 'SQL']"
Data Engineer,ArcelorMittal,"Asturias, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'AWS', 'AZURE', 'Spark', 'Scala', 'SQL', 'NoSQL', 'Git', 'Kubernetes', 'Docker', 'Terraform', 'Java', 'Dash']"
Cloud Solutions Architect,OpenNebula Systems,Anywhere,Non spécifié,"['R', 'Excel', 'GCP', 'AWS', 'AZURE', 'Git', 'Kubernetes', 'Docker', 'Terraform']"
Backup / Storage & Recovery Administrator,Prometeo Talent,Anywhere,Non spécifié,"['R', 'AWS', 'AZURE', 'Scala', 'S3', 'Kubernetes', 'Docker', 'Terraform']"
Head of EDO IT Information Architecture,ES10 AZ Farmacéutica Spain S.A Company,Anywhere,Non spécifié,"['R', 'Excel', 'AWS']"
Data Engineer,Deliverect,"Madrid, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Spark', 'Scala', 'Kafka', 'SQL', 'NoSQL', 'MongoDB', 'Java']"
Summer 2024 Internship - Data Researcher (EMEA),Dow Jones,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Git']"
🏆 Data Analyst for the Portuguese Football Federation,Futboljobs,Spain,Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'Dash']"
Senior Data Scientist,Gelato,"Madrid, Spain  (+1 other)",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Git', 'LLM']"
Senior Data Solutions Architect,SGS,"Madrid, Spain",Non spécifié,"['R', 'AZURE', 'Git']"
Data Analytics Manager,Typeform,Anywhere,Non spécifié,"['R', 'SQL', 'Scala', 'SQL']"
Data Quality Engineer (M/F/D),TUI Group,"Seville, Spain   (+3 others)",Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'Snowflake', 'AWS', 'Airflow', 'S3', 'SQL', 'Git', 'Kubernetes', 'Docker', 'Gitlab', 'Snowflake']"
Data Engineer,Capgemini,Spain,Non spécifié,"['Python', 'R', 'SQL', 'Snowflake', 'AZURE', 'Databricks', 'Spark', 'Scala', 'SQL', 'Git', 'Snowflake', 'Java']"
Data Scientist,Open Cosmos,Anywhere,Non spécifié,['R']
"Senior Data Analyst, Business Intelligence","Liferay, Inc.",Spain,Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'Scala', 'SQL', 'Git', 'Jira']"
Solution Architect Data Area (f/m/d),Global Rail Group,"Madrid, Spain   (+3 others)",Non spécifié,"['R', 'Git']"
Data & Analytics Specialist / Business Analyst,"1609 Roche Farma, S.A.",Anywhere,Non spécifié,"['R', 'Excel']"
Principal Software Engineer - Azure Data,Microsoft,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'AWS', 'AZURE', 'Scala', 'SQL', 'Azure Data Factory', 'Java', 'Pandas', 'NumPy', 'PostgreSQL']"
"Director, Sales Analytics - Digital Markets",Gartner Careers,"Barcelona, Spain",Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'Scala', 'SQL', 'Git', 'Dash']"
Senior Business Organic Growth Data Analyst,Preply,"Barcelona, Spain",Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'Snowflake', 'SQL', 'Git', 'Snowflake', 'Dash']"
Data Engineer Intern,Socialpoint,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL']"
Data Strategist,Hewlett Packard Careers,"Barcelona, Spain",Non spécifié,"['R', 'SQL', 'Excel', 'SQL', 'Git']"
Cloud Data Engineer,Vodafone,"Málaga, Spain",Non spécifié,"['R', 'SQL', 'Excel', 'Spark', 'Hadoop', 'SQL', 'NoSQL', 'Git', 'Jenkins']"
Senior Data Engineer,Quantexa,Anywhere,Non spécifié,"['Python', 'R', 'Excel', 'GCP', 'Spark', 'Scala', 'Hadoop', 'ElasticSearch', 'Java']"
European Data Sales Manager,ICEYE,Spain,Non spécifié,"['R', 'Excel', 'SAS']"
Senior Data Solutions Architect,SGS,"Madrid, Spain",Non spécifié,"['R', 'AZURE', 'Git']"
Principal Data Manager (Home or Office based) - Iqvia Biotech,IQVIA,"Madrid, Spain",Non spécifié,"['R', 'Excel']"
Data Center Technician - Madrid - On-site,RM Staffing B.V.,"Community of Madrid, Spain",Non spécifié,"['R', 'Excel']"
Remote Data Contributor – Castillian Spanish,TransPerfect,Anywhere,Non spécifié,['R']
Data Analytics Lead - Digital Markets,Gartner,Spain,Non spécifié,"['R', 'SQL', 'Excel', 'Tableau', 'PowerBI', 'Snowflake', 'AZURE', 'SQL', 'Git', 'Snowflake', 'Dash', 'PostgreSQL']"
Data Science Team Lead,TomTom,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL']"
Senior Data Analyst,Octopus Energy Group,"Valencia, Spain",Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'Pandas', 'Dash']"
Machine Learning Engineer / Data Scientist,Talan,"Madrid, Spain",Non spécifié,"['Python', 'R', 'Excel', 'AZURE', 'Git']"
Senior Data Engineer @ OTA Insight in Madrid Metropolitan Area,OTA Insight,"Community of Madrid, Spain",Non spécifié,"['Python', 'R', 'GCP', 'Spark', 'Scala', 'Airflow', 'Kafka', 'Git', 'Kubernetes', 'Gitlab', 'Java', 'BigQuery']"
Senior Data Scientist - Insights (Marketing Measurement),Preply,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Databricks', 'Scala', 'Airflow', 'SQL', 'Git', 'Jenkins']"
Product Data Officer  - Medical Devices (European Languages),"MERCADOS Y ANALISIS, S. A (ES52)","Madrid, Spain",Non spécifié,"['R', 'Excel']"
"Senior Data Analyst, Analytics",chainlink labs,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'GCP', 'AWS', 'SQL', 'Oracle', 'Dash']"
Data Engineer (Cloud),Otto Group Solution Provider (OSP) Spain,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'GCP', 'Scala', 'SQL', 'Git', 'Terraform', 'Java', 'BigQuery']"
Associate Data & Management Consultant (UK) - Orbit Graduate Programme,Celonis,"Madrid, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL']"
Remote Data Entry Clerk - Work at Home,HR Admin,Anywhere,Non spécifié,"['R', 'Excel']"
Senior Data Engineer,Swapcard,"Catalonia, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Tableau', 'AWS', 'SQL', 'Docker', 'Terraform', 'Redshift']"
Consumer Panel Data (CPS) Leader Iberia,NielsenIQ,"Madrid, Spain",Non spécifié,"['R', 'Excel', 'Git']"
Life Sciences Scientific Coordination Officer for Data Management (R2),TN Spain,"Barcelona, Spain",Non spécifié,"['R', 'Excel']"
Medical Data Validation - European Languages (Excel & PowerPoint),"MERCADOS Y ANALISIS, S. A (ES52)","Madrid, Spain",Non spécifié,"['R', 'Excel']"
Healthanea - Data Engineer,AXA Group,"Barcelona, Spain  (+1 other)",Non spécifié,"['Python', 'R', 'SQL', 'AZURE', 'Spark', 'Scala', 'Hadoop', 'SQL', 'MongoDB', 'Git', 'ElasticSearch', 'scikit-learn', 'SciKit-Learn']"
Associate Director DD&IT IM Data Products,Novartis,"Barcelona, Spain",Non spécifié,"['R', 'Snowflake', 'AWS', 'Databricks', 'Scala', 'Git', 'Snowflake']"
Data Manager - All Gender,(1206) Opella Healthcare Group SAS,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'GCP', 'AWS', 'Spark', 'SQL', 'Git', 'pySpark', 'Pyspark', 'PySpark', 'Dash']"
Senior Field Product Manager (Data Protection),Zscaler,"Madrid, Spain",Non spécifié,['R']
"Data Analytics Analyst, SAS Programming - European Languages Speaker",IQVIA,"Madrid, Spain",Non spécifié,"['R', 'SQL', 'Excel', 'Scala', 'SQL', 'SAS']"
Data Science Lead (m/f/d) - Barcelona,Free Now,Anywhere,Non spécifié,"['Python', 'R', 'Excel', 'Tableau', 'Databricks', 'Airflow', 'MLflow']"
"Mid-Level Data Analyst (EMEA, remote)",Margera,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'PowerBI', 'SQL', 'Git', 'Dash']"
Generative AI Intern,Aetion,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'AWS', 'Databricks', 'Spark', 'Scala', 'Airflow', 'SQL', 'Git', 'Docker', 'keras', 'Tensorflow', 'LLM', 'Pytorch', 'scikit-learn', 'Java', 'SciKit-Learn', 'Redshift', 'MySQL']"
Data Engineer (full remote or hybrid working model),lastminute.com,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'AWS', 'Scala', 'Airflow', 'SQL', 'Git', 'BigQuery', 'Redshift']"
Associate Director - Quality Digital Data - Europe - Homebased,Worldwide Clinical Trials,Spain   (+5 others),Non spécifié,"['R', 'Excel', 'GCP', 'Git']"
Data Center Technician,"Equinix, Inc",Spain,Non spécifié,"['R', 'Git']"
Data Scientist (Risk),Revolut,Portugal   (+8 others),Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL']"
Senior Data Engineer - Europe Remote,Cimpress,Anywhere,Non spécifié,"['Python', 'R', 'Snowflake', 'AWS', 'Databricks', 'Spark', 'Scala', 'Airflow', 'Git', 'Snowflake']"
DATA PRIVACY CENTRE OF EXPERTISE MANAGER,AXA Group,"Madrid, Spain  (+1 other)",Non spécifié,"['R', 'Excel', 'AWS']"
Advance Analytics (Global),Publicis Groupe,"Madrid, Spain",Non spécifié,"['R', 'Excel', 'Spark', 'Git']"
Work From Home - Online Data Analyst,TELUS International AI Inc.,Spain,Non spécifié,"['R', 'Git']"
Official Data Collector - Spain,IMG ARENA,Spain,Non spécifié,['R']
Lead Infrastructure Security Engineer,DataCamp,"Madrid, Spain",Non spécifié,"['Python', 'R', 'Excel', 'GCP', 'AWS', 'Scala', 'Airflow', 'Kubernetes', 'Docker', 'Terraform', 'SAS', 'Java']"
Senior System Engineer - Data Engineer CMS,TUI Group,"Lisbon, Portugal  (+1 other)",Non spécifié,"['Python', 'R', 'Excel', 'Scala', 'Git', 'Gitlab', 'Terraform']"
Senior Data Engineer,Hewlett Packard Careers,"Barcelona, Spain",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Dataiku', 'Databricks', 'Spark', 'Scala', 'Dataiku', 'SQL', 'NoSQL', 'Pandas']"
Data Center Critical Facilities Specialist III,60755 Iron Mountain Data Centers (Espana) S.L.,Anywhere,Non spécifié,"['R', 'Git']"
Remote Search Analyst Spain,HR Admin,Anywhere,Non spécifié,"['R', 'Excel']"
Senior Marketing Data Analyst,Remote,Anywhere,Non spécifié,"['R', 'SQL', 'SQL', 'Dash']"
Senior Data Engineer,HP,"Barcelona, Spain   (+4 others)",Non spécifié,"['Python', 'R', 'SQL', 'Databricks', 'Spark', 'SQL', 'NoSQL', 'MongoDB', 'Git', 'pySpark', 'Pyspark', 'PySpark', 'PostgreSQL']"
Senior Data Engineer,Swapcard,"Lisbon, Portugal   (+7 others)",Non spécifié,"['Python', 'R', 'SQL', 'Tableau', 'AWS', 'SQL', 'Docker', 'Terraform', 'Redshift']"
Senior Data Engineer,HP,"Barcelona, Spain   (+2 others)",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Dataiku', 'Databricks', 'Spark', 'Scala', 'Dataiku', 'SQL', 'NoSQL', 'Pandas']"
