title,company_name,location,experience,technical_skills
ESG Data Operations,Careers at KKR,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'Scala', 'SQL']"
Sr Associate / Manager - Data Insights,Lilly,"Cork, County Cork, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'SQL', 'Dash']"
Lead Data Scientist,Mastercard,"County Dublin, Ireland",Non spécifié,"['Python', 'R', 'Excel', 'Tableau', 'AWS', 'AZURE', 'Spark', 'Hadoop', 'Git', 'generative AI', 'Dash']"
Senior Data Scientist,Stantec UK,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Spark', 'SQL', 'Git']"
Senior Data Scientist,2K,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL']"
Managing Director of Global Privacy Legal & EMEA Data Protection...,Dell Technologies,"Cork, Ireland",Non spécifié,"['R', 'Excel', 'AWS', 'Scala', 'Git']"
Market Data Operations,Enfusion,"Dublin, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'AWS', 'Scala', 'SQL', 'Java']"
"Data, Technology & Change Graduate Programme 2024",Bank of Ireland,"Dublin, Ireland",Non spécifié,"['R', 'Git']"
Data Analytics Consultant,Bluecrux,"Dublin, Ireland",Non spécifié,"['R', 'Excel']"
Senior Data Analyst,LearnUpon,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'Snowflake', 'SQL', 'Snowflake', 'Oracle', 'Dash', 'MySQL']"
Data Scientist,Apple,"Cork, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Kubernetes', 'Docker', 'Oracle', 'Streamlit', 'MySQL']"
Data Analyst,PCI IRL Millmount Healthcare Ltd,Anywhere,Non spécifié,"['R', 'Excel', 'Dash']"
"Senior Data Analyst, Analytics",chainlink labs,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'GCP', 'AWS', 'SQL', 'Oracle', 'Dash']"
Hybrid Cloud Data Storage Systems Engineer,HPE1US,"Leixlip, County Kildare, Ireland  (+1 other)",Non spécifié,"['Python', 'R', 'Excel', 'AWS', 'Microservices']"
Data Analyst / Application Development Internship,IBM,"Dublin, Ireland",Non spécifié,['R']
Data Governance Manager,Innovate Skillsource,"Limerick, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'Snowflake', 'GCP', 'AWS', 'SQL', 'Snowflake']"
Data Center Technician (S2/S3) - France,Trinity IT Services,"Dublin 2, Ireland",Non spécifié,"['Python', 'R', 'Scala']"
Geith SAP Master Data Lead,Doosan Corp,"Swords, County Dublin, Ireland",Non spécifié,"['R', 'Excel']"
"Data Scientist, Product Analytics",Meta,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'SQL']"
Analyst - Funds Operations - Data Management,CFCL Cork,"Cork, Ireland",Non spécifié,"['R', 'Excel']"
QA Systems Specialist,ABBVIE,"Carrigtohill, Carrigtwohill, County Cork, Ireland",Non spécifié,"['R', 'Excel']"
Operations Data Quality Analyst,Viatris,"Swords, County Dublin, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'SQL', 'SQL Server', 'Dash']"
Senior Data Scientist,Teckro,Ireland,Non spécifié,"['Python', 'R', 'Excel', 'Tableau', 'LLM', 'generative AI']"
"Director, Data Center Operations Mgmt",ServiceNow,"Dublin, Ireland",Non spécifié,"['R', 'Dash']"
Senior Pricing Data Scientist,Xcede,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'AWS', 'AZURE', 'SQL', 'Random Forest', 'XGBoost']"
Data Scientist - iToBoS,Trilateral Research,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Git', 'Random Forest', 'Pytorch', 'scikit-learn', 'Pandas', 'SciKit-Learn']"
Principal Data Engineer,Outrider,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'Excel', 'AWS', 'Spark', 'Scala', 'Docker', 'pySpark', 'Pyspark', 'PySpark']"
Hybrid Cloud Data Storage Systems Engineer,HPE1US,"Leixlip, County Kildare, Ireland  (+1 other)",Non spécifié,"['Python', 'R', 'Excel', 'AWS', 'Microservices']"
"Senior Data Analyst, Marketing Analytics",Intercom,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'SQL', 'Dash']"
Data Analyst,Celtic Careers,"Dublin, Ireland",Non spécifié,"['R', 'Excel', 'AZURE']"
Lead Data Scientist,Mastercard,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'Excel', 'Tableau', 'AWS', 'AZURE', 'Spark', 'Hadoop', 'Git', 'generative AI', 'Dash']"
Expert Transparency Manager - Clinical Trial Data,Novartis Ireland Limited,"Dublin, Ireland",Non spécifié,['R']
Sr. Data Engineer,Snowflake,"Dublin, Ireland  (+1 other)",Non spécifié,"['Python', 'R', 'SQL', 'Snowflake', 'Airflow', 'SQL', 'Snowflake']"
Staff Software Engineer - Data Application Platform,Fivetran,"Dublin, Ireland",Non spécifié,"['R', 'SQL', 'GCP', 'AWS', 'AZURE', 'SQL', 'Git', 'Kubernetes', 'Docker', 'Jenkins', 'SQL Server', 'Oracle', 'Java']"
Sr Associate / Manager - Data Insights,Lilly,"Cork, County Cork, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'SQL', 'Dash']"
HR Data & Projects Specialist,Hays,Ireland,Non spécifié,"['R', 'Excel']"
Data Loss Prevention Operations Analyst,TikTok,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'Scala', 'Java']"
FS Technology Consulting - Data and Analytics - Senior Manager ...,EY,"Dublin 2, Ireland",Non spécifié,"['R', 'Excel', 'Scala', 'Git']"
Principal Data Engineer,Optum,Anywhere,Non spécifié,"['R', 'SQL', 'Snowflake', 'AWS', 'AZURE', 'Spark', 'Scala', 'Kafka', 'SQL', 'NoSQL', 'Git', 'Kubernetes', 'Docker', 'Snowflake', 'Java']"
Senior Data Scientist / Scientific Data Programmer Analyst,Irish Recruitment Consultants,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Spark', 'Hadoop', 'SQL', 'Jira', 'Oracle', 'SAS', 'Dash', 'Shiny', 'MySQL', 'Plotly']"
Scientific Data Reviewer - Chemistry,Eurofins,"Dungarvan, County Waterford, Ireland",Non spécifié,['R']
Senior Data Engineer - ETL,2K,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Snowflake', 'GCP', 'AWS', 'AZURE', 'Databricks', 'Spark', 'Airflow', 'Kafka', 'SQL', 'Snowflake', 'Flask']"
Carbon and Climate Change Executive - Reporting & Data Analytics,Primark,"Dublin, Ireland",Non spécifié,['R']
Associate Data Protection Officer - Ireland,Binance,"Dublin, Ireland",Non spécifié,"['R', 'Excel', 'AWS', 'Git', 'SAS', 'Dash']"
Data Governance Senior Analyst,6842 DB Service Centre Limited,Anywhere,Non spécifié,"['R', 'SQL', 'Excel', 'SQL']"
Master Data Analyst,PepsiCo,"Ballytrasna, Little Island, County Cork, Ireland",Non spécifié,"['R', 'Excel']"
Senior Data Operations Analyst,Dun & Bradstreet,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Snowflake', 'Databricks', 'SQL', 'Snowflake', 'Dash']"
Data Scientist - TS/MS,Eli Lilly Kinsale Limited,"Limerick, Ireland",Non spécifié,"['Python', 'R', 'SAS']"
Sr Staff Database Engineer (PostgreSQL),ServiceNow,"Dublin, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'Scala', 'SQL', 'Dash', 'MySQL']"
Relocate to Malta GCP Data and ML Engineer (Consulting/Big 4),Black Pen Recruitment,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'GCP', 'Airflow', 'Hadoop', 'Git', 'generative AI', 'Terraform', 'Streamlit', 'MLflow']"
"Data Analytics, Principal Consultant (A&M Momentum)",Alvarez & Marsal,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'PowerBI', 'AWS', 'AZURE', 'Spark', 'SQL', 'Git', 'generative AI', 'pySpark', 'Pyspark', 'PySpark', 'Azure Data Factory']"
"Director, Product Management - SME Data Domain",Ireland: Mastercard Ireland Limited,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Spark', 'Hadoop', 'SQL', 'Git', 'Dash']"
Senior Data Scientist,Archer Recruitment,Anywhere,Non spécifié,"['Python', 'R', 'AWS', 'NLP', 'LLM', 'Pytorch']"
Principal Data Engineer,UnitedHealth Group,"Dublin, Ireland",Non spécifié,"['R', 'SQL', 'Snowflake', 'AWS', 'AZURE', 'Spark', 'Scala', 'Kafka', 'SQL', 'NoSQL', 'Git', 'Kubernetes', 'Docker', 'Snowflake', 'Java']"
Data Protection and Sovereignty Senior Analyst,TikTok,"Dublin, Ireland",Non spécifié,"['R', 'AWS']"
Senior Big Data Engineer,Rerperio,Ireland,Non spécifié,"['R', 'GCP', 'AWS', 'AZURE', 'Hadoop']"
FS Technology Consulting - Financial Services - Data & Analytics...,EY,"Dublin 2, Ireland",Non spécifié,"['R', 'Excel', 'Scala', 'Git']"
Manager Data Engineering & AI Remote,Cpl Resources - Limerick,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Snowflake', 'GCP', 'AWS', 'AZURE', 'Spark', 'Hadoop', 'SQL', 'Jira', 'Jenkins', 'Snowflake', 'SQL Server']"
"Data Engineer, Analytics",chainlink labs,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'GCP', 'AWS', 'Spark', 'Airflow', 'SQL', 'Oracle', 'Terraform', 'pySpark', 'Pyspark', 'PySpark']"
Data Analyst,Rerperio,Ireland,Non spécifié,"['R', 'SQL', 'Tableau', 'SQL']"
Legal Counsel - Data Protection,NetApp,Ireland,Non spécifié,"['R', 'Excel', 'AWS']"
"Data Visualisation Developer / BI Developer (Tableau, Power BI, SQL)",IT Search,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'PowerBI', 'AZURE', 'Databricks', 'SQL', 'NoSQL', 'Git', 'Dash']"
Data Insights Analyst,Lex Consultancy,"Swords, County Dublin, Ireland",Non spécifié,"['R', 'Excel', 'Tableau', 'PowerBI', 'Git', 'Dash']"
"Senior Director, Enterprise Data Science",Alkermes,"Dublin, Ireland",Non spécifié,"['R', 'Excel']"
Market Data Manager,Heineken,"Cork, Ireland",Non spécifié,"['R', 'Excel']"
FS Technology Consulting - Data and Analytics - Data Architect ...,EY,"Galway, Ireland",Non spécifié,"['R', 'Excel', 'GCP', 'AWS', 'AZURE', 'Spark', 'Scala', 'Kafka', 'Git']"
"Python Data Engineer - 2/3 Years - €50,000-€55,000",Archer Recruitment,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'Pandas']"
Retail Ecommerce & Data Entry Personnel,Tadgh O Flynn Jewellers,"Nenagh, County Tipperary, Ireland",Non spécifié,"['R', 'Git']"
Vendor Master Data Specialist,Gas Networks Ireland,"Cork, Ireland",Non spécifié,"['R', 'Excel', 'Scala', 'Oracle']"
Language Data Analyst -Dutch- Cork,TELUS International,"Mayo, County Mayo, Ireland",Non spécifié,"['R', 'Excel', 'Scala']"
"Sr. Principal Scientist - Value, Evidence and Real World Evidence Data",Lilly,"Cork, County Cork, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'SAS']"
Manager Data Engineering and AI,Carelon Global Solutions Ireland,"Limerick, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Snowflake', 'GCP', 'AWS', 'AZURE', 'Spark', 'Hadoop', 'SQL', 'Git', 'Jira', 'Jenkins', 'Snowflake', 'SQL Server']"
Lead Data Scientist,Mastercard,"Carrickmines, County Dublin, Ireland",Non spécifié,"['Python', 'R', 'Excel', 'Tableau', 'AWS', 'AZURE', 'Spark', 'Hadoop', 'Git', 'generative AI', 'Dash']"
"Data x AI Engagement Lead, Solution Leadership team",Version1 Software,"Swords, County Dublin, Ireland",Non spécifié,"['R', 'Excel', 'Snowflake', 'AWS', 'AZURE', 'Databricks', 'Kafka', 'Git', 'Snowflake', 'Oracle', 'GPT', 'Azure Data Factory']"
Data Protection Analyst,Bord Gais Energy,Anywhere,Non spécifié,"['R', 'Excel', 'AWS']"
Machine Learning Engineer (Regulatory Data Automation),Compliance & Risks,Anywhere,Non spécifié,"['Python', 'R', 'Excel', 'Tensorflow', 'NLP', 'LLM', 'Pytorch', 'Transformers']"
Data Model Governance Lead Analyst - VP (Hybrid),02623 Citibank Europe plc,Anywhere,Non spécifié,"['R', 'Excel']"
Design Manager | Data Centres,SONAS RECRUITMENT,"Dublin, Ireland",Non spécifié,"['R', 'Excel']"
Clinical Data Analyst- Kilkenny,UPMC Group,"Kilkenny, Ireland",Non spécifié,"['R', 'Excel', 'LLM']"
Supply Chain Master Data Analyst,Viatris,"Dublin, Ireland   (+2 others)",Non spécifié,"['R', 'SQL', 'Excel', 'Scala', 'SQL']"
Legal Counsel,Informatica,"Dublin, Ireland   (+4 others)",Non spécifié,"['R', 'Excel']"
Director Data Science & AI,Novartis,"Dublin, Ireland  (+1 other)",Non spécifié,"['R', 'Git']"
"Manager, Data Engineering",Mastercard,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'GCP', 'AWS', 'AZURE', 'Databricks', 'Spark', 'Scala', 'SQL', 'Git', 'Jira']"
"Data Analyst / Engineer (Dublin, Ireland)",Connelly Partners,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Tableau', 'SQL', 'Git', 'SAS', 'Dash', 'BigQuery']"
"Sr. Principal Scientist - Value, Evidence and Real World Evidence Data",Lilly,Ireland,Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'SAS']"
Data Governance Manager,ESB,"Swords, County Dublin, Ireland",Non spécifié,"['R', 'Excel', 'Git']"
Group R&D Data Coordinator,C&D Foods (ABP Group),"Edgeworthstown, County Longford, Ireland",Non spécifié,['R']
Principal Clinical Data Standards Consultant,ICON Clinical Research Ltd,Anywhere,Non spécifié,"['R', 'Excel', 'SAS']"
Senior Data Engineer,ESW,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'GCP', 'AZURE', 'Scala', 'Airflow', 'Kafka', 'SQL', 'Java', 'BigQuery']"
"Manager, Data Science & Analytics",WP Engine,"Galway, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'SQL', 'Git', 'BigQuery']"
Group R&D Data Coordinator,C&D Foods (ABP Group),"Edgeworthstown, County Longford, Ireland",Non spécifié,['R']
Data Architect,Stelfox Tech Recruitment,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'AWS', 'Spark', 'S3', 'SQL', 'pySpark', 'Pyspark', 'PySpark', 'Redshift']"
CRM Optimisation Manager – Europe Digital Hub,Diageo Ireland,Anywhere,Non spécifié,"['R', 'Excel', 'Git']"
Data Center Electrical/Mechanical Project Manager,Amazon Web Services (AWS),"Dublin, Ireland",Non spécifié,"['R', 'Excel']"
Data Analytics and Assurance | Manager| RAS | Dublin,PwC Ireland,"Dublin, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'SQL', 'Git', 'SAS', 'VBA']"
Software Engineer - Data Infrastructure - Kafka,Canonical,Anywhere,Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Spark', 'Kafka', 'SQL', 'NoSQL', 'MongoDB', 'Git', 'Kubernetes', 'ElasticSearch', 'Oracle', 'PostgreSQL', 'MySQL']"
Snr Software Engineer – Data Streaming Solutions,Fiserv,"Nenagh, County Tipperary, Ireland",Non spécifié,"['R', 'SQL', 'Excel', 'AWS', 'Scala', 'Kafka', 'SQL', 'NoSQL', 'Kubernetes', 'Java', 'Dash']"
Data Team Lead/Senior Data Team Lead,IQVIA,"Limerick, Ireland",Non spécifié,"['R', 'Scala']"
Senior Data Engineer,Archer - The IT Recruitment Consultancy,"Dublin, Ireland",Non spécifié,"['R', 'SQL', 'Snowflake', 'AZURE', 'Databricks', 'SQL', 'Snowflake', 'SAS']"
Mid-Level Python Data Engineer,Archer - The IT Recruitment Consultancy,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'SQL', 'Pandas']"
Data Analyst,HCLTech,"Cork, Ireland",Non spécifié,"['R', 'Excel', 'PowerBI', 'Git', 'Dash']"
Solicitor - (Senior) Associate - Data Protection,Search Talent,"Dublin, Ireland",Non spécifié,"['R', 'Excel']"
Data Insights Analyst,Lex Consultancy Recruitment,"Dublin, Ireland",Non spécifié,"['R', 'Excel', 'Tableau', 'PowerBI', 'Git', 'Dash']"
Data Analyst,Kennedy & Partners Recruitment,"Athlone, County Westmeath, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'SQL', 'Dash']"
Data Analyst – Higher Executive Officer,Coimisiún na Meán,"Dublin, Ireland",Non spécifié,"['Python', 'R', 'SQL', 'Excel', 'Tableau', 'SQL', 'LLM']"
Data Scientist  FTC 2Y (Climate change impacts modelling),IT Search and Selection,"Limerick, Ireland",Non spécifié,"['Python', 'R']"
Data Scientist,itContracting,"Athlone, County Westmeath, Ireland",Non spécifié,"['R', 'SQL', 'SQL', 'Oracle']"
Data Engineer - Assistant Principal / Innealtóir Sonraí ...,Coimisiún na Meán,"Dublin, Ireland",Non spécifié,"['R', 'SQL', 'Tableau', 'AZURE', 'Scala', 'SQL', 'Kubernetes', 'Docker', 'Kanban', 'LLM', 'Pandas']"
